Window,Label,Max_Acc,Mean_Acc,Std_Acc,Max_Gyro,Mean_Gyro,Std_Gyro,Rep_Count,Smoothness
3855,4,0.0668727,0.0125769,0.0108658,0.343097,0.0363994,0.0521147,0,0.00464835
3856,4,0.0668727,0.0117677,0.0110787,0.343097,0.0341953,0.0531191,0,0.00462058
3857,4,0.0499221,0.0084954,0.00771496,0.0841591,0.0185184,0.0171287,0,0.00323225
3858,4,0.0499221,0.0154764,0.0120847,0.0882032,0.037248,0.0244965,3,0.00347884
3859,4,0.0449238,0.0147175,0.0105753,0.0882032,0.0327122,0.0230773,0,0.00235952
3860,4,0.142025,0.0256572,0.0368913,0.558094,0.0826289,0.130292,1,0.00399211
3861,6,0.155013,0.0327198,0.0361922,0.512517,0.243616,0.110156,2,0.00694729
3862,6,0.0274319,0.0117611,0.0052631,0.242586,0.10638,0.0587823,0,0.00190563
3863,6,0.107638,0.0299064,0.0261915,0.195774,0.0636577,0.0373162,3,0.00614407
3864,6,0.107638,0.0372629,0.0237264,0.195774,0.062663,0.0362331,3,0.00621413
3865,6,0.056168,0.0217948,0.0128699,0.129677,0.0483948,0.0226103,1,0.00223366
3866,6,0.0349132,0.0169409,0.00849917,0.129677,0.0453506,0.0229721,0,0.0022701
3867,6,0.033361,0.0146645,0.00747515,0.101849,0.0412241,0.0199679,0,0.00276594
3868,6,0.0303807,0.012746,0.00618773,0.07485,0.0302309,0.0152681,0,0.0027891
3869,6,0.0249834,0.0130285,0.00563057,0.0642518,0.0306602,0.0123831,0,0.00179159
3870,6,0.045399,0.0167639,0.00830252,0.0799239,0.0348599,0.0132378,0,0.00340635
3871,6,0.045399,0.0186798,0.00883562,0.0799239,0.0378321,0.0191128,0,0.00369288
3872,6,0.0464369,0.0211271,0.00928805,0.087416,0.0443493,0.0227447,0,0.00205089
3873,6,0.0464369,0.020875,0.00920053,0.087416,0.0410949,0.0232038,0,0.00185047
3874,6,0.0539567,0.0243453,0.0126415,0.135486,0.0489307,0.0300914,2,0.00180123
3875,6,0.0539567,0.0232075,0.0129533,0.171581,0.0544225,0.032707,2,0.00197756
3876,6,0.0403176,0.0191964,0.0089785,0.171581,0.0568823,0.03243,0,0.00197143
3877,6,0.0519084,0.0284953,0.0135696,0.135361,0.0566158,0.0265389,2,0.00196575
3878,6,0.0519084,0.0299046,0.0141265,0.0906706,0.0482606,0.0196757,2,0.00186579
3879,6,0.0455842,0.0256433,0.0105309,0.0869952,0.0433997,0.0228099,2,0.00169229
3880,6,0.0475049,0.0232881,0.0106408,0.111578,0.0489845,0.0253621,3,0.0018537
3881,6,0.0475049,0.0219659,0.0103896,0.111578,0.0443337,0.0278695,0,0.0021138
3882,6,0.0433882,0.0225986,0.00941193,0.09246,0.0426406,0.0270803,0,0.00192235
3883,6,0.0433791,0.0196122,0.00913696,0.09246,0.0470764,0.026242,0,0.00183189
3884,6,0.144471,0.0338461,0.0269137,0.459556,0.265148,0.0986727,1,0.00432566
3885,6,0.053958,0.0146136,0.00888942,0.305144,0.138186,0.0552613,0,0.00340624
3886,6,0.0402378,0.0125791,0.00677334,0.156178,0.065624,0.0455536,0,0.00296846
3887,6,0.0402378,0.0127849,0.00665004,0.156178,0.0360087,0.0231988,0,0.00334247
3888,6,0.0358566,0.0115853,0.00554492,0.0840094,0.0337516,0.0176107,0,0.00259675
3889,6,0.018699,0.00984791,0.00343709,0.0793049,0.027912,0.0178737,0,0.00223651
3890,6,0.0322247,0.0147397,0.00730913,0.120125,0.035517,0.0213697,0,0.00196298
3891,6,0.0487086,0.0183229,0.00761405,0.134962,0.0420706,0.0260159,0,0.00358449
3892,6,0.0487086,0.0162599,0.00766584,0.134962,0.040444,0.0232248,0,0.00361971
3893,6,0.0521193,0.0179635,0.0110269,0.168753,0.055264,0.0306137,1,0.00225142
3894,6,0.119875,0.0569085,0.0397962,0.168753,0.0817652,0.0341152,2,0.00234328
3895,6,0.119875,0.0750525,0.0293139,0.273607,0.10585,0.0587931,3,0.00362975
3896,6,0.1104,0.0445635,0.024239,0.273607,0.0807624,0.06668,1,0.00364695
3897,6,0.0550653,0.0215785,0.0142896,0.148734,0.0439531,0.0289825,2,0.00271223
3898,6,0.0591188,0.0259596,0.0166054,0.148734,0.0418074,0.0351057,2,0.00253735
3899,6,0.0593618,0.0317402,0.0133236,0.145872,0.0343937,0.03165,2,0.00544685
3900,6,0.0593618,0.0167437,0.010497,0.145872,0.0290635,0.0246641,0,0.00592975
3901,6,0.0399612,0.0110604,0.00550988,0.100927,0.0317312,0.0208047,0,0.00313169
3902,6,0.0371332,0.0106712,0.00571754,0.118388,0.0267882,0.0236759,0,0.0027895
3903,1,0.963921,0.338095,0.159834,2.2068,0.929246,0.497707,4,0.0875903
3904,1,0.963921,0.391314,0.178374,2.83366,1.05553,0.557719,6,0.0941461
3905,1,0.869686,0.408723,0.16463,2.83366,1.20066,0.549482,3,0.0759896
3906,1,0.980599,0.402921,0.163529,2.64516,1.23102,0.541664,4,0.0760505
3907,1,1.21679,0.415025,0.197818,2.72433,1.28716,0.590688,3,0.113809
3908,1,1.21679,0.416472,0.195356,2.94747,1.29652,0.593729,3,0.114274
3909,1,0.935761,0.395911,0.164127,2.94747,1.33383,0.565578,5,0.0954467
3910,1,1.04207,0.389207,0.188741,3.83195,1.28708,0.635979,4,0.117007
3911,1,1.05217,0.38756,0.200128,3.83195,1.17297,0.641219,3,0.125153
3912,1,1.05217,0.37732,0.16792,2.90636,1.11636,0.539917,4,0.0999936
3913,1,0.836504,0.365084,0.139149,2.25428,1.07772,0.4755,3,0.0757312
3914,1,1.04518,0.371124,0.177611,2.25428,1.07482,0.471215,2,0.0997757
3915,1,1.38672,0.401197,0.23598,4.75738,1.36741,0.991967,3,0.142099
3916,1,0.841336,0.38571,0.162286,2.23144,1.03018,0.47954,6,0.0829047
3917,1,0.861907,0.425817,0.159699,2.66967,1.25601,0.541099,5,0.0950734
3918,1,0.920333,0.427446,0.178331,2.66967,1.24206,0.537974,5,0.0931046
3919,1,0.991327,0.405249,0.186087,2.70447,1.19453,0.571051,6,0.0841548
3920,1,1.01578,0.400917,0.183822,2.70447,1.11888,0.558036,5,0.0881653
3921,1,1.01578,0.415423,0.181485,2.6124,1.12266,0.515298,5,0.0910328
3922,1,1.29804,0.429258,0.212438,3.02708,1.18347,0.606472,6,0.117376
3923,1,1.29804,0.418365,0.219514,3.02708,1.18027,0.608394,4,0.121177
3924,1,1.00265,0.397462,0.171327,2.7262,1.14332,0.532664,4,0.0873916
3925,1,1.0874,0.389812,0.154986,2.71408,1.09853,0.542363,3,0.0931026
3926,1,1.0874,0.397979,0.177007,2.71408,1.11992,0.579754,3,0.117841
3927,1,1.05322,0.372998,0.17229,2.70228,1.16865,0.534879,3,0.104036
3928,3,1.56453,0.616521,0.291056,3.58393,1.43664,0.567644,7,0.146581
3929,3,1.55563,0.608365,0.2858,5.10091,1.74993,0.788969,6,0.159017
3930,3,1.55563,0.584615,0.29194,5.10091,1.72507,0.819229,5,0.155658
3931,3,1.37965,0.525926,0.279523,2.84711,1.30666,0.572678,4,0.134348
3932,3,1.37965,0.56799,0.270848,3.51903,1.36242,0.696842,4,0.152546
3933,3,1.25958,0.597379,0.256238,3.51903,1.45625,0.733294,5,0.143238
3934,3,1.68122,0.664316,0.325674,4.40793,1.86599,0.763595,5,0.165778
3935,3,1.48168,0.657466,0.326775,4.40793,1.9359,0.822393,6,0.158375
3936,3,1.42918,0.611229,0.301275,3.82052,1.65441,0.803268,6,0.149036
3937,3,1.42918,0.588849,0.27166,3.63113,1.55932,0.663782,5,0.128108
3938,3,1.48776,0.650752,0.280458,3.4021,1.65596,0.685238,5,0.125148
3939,3,1.58327,0.685719,0.302626,3.4021,1.56819,0.680332,5,0.170007
3940,2,0.959675,0.388891,0.17809,2.03796,0.916337,0.408156,4,0.0885214
3941,2,0.959675,0.342237,0.16536,1.84282,0.811341,0.349735,4,0.0869898
3942,2,0.807211,0.364893,0.159197,2.45089,0.98279,0.47808,5,0.0732019
3943,2,0.807211,0.365953,0.156761,2.45089,1.11776,0.481386,3,0.0704899
3944,2,0.790643,0.363413,0.151874,2.80871,1.14427,0.436391,4,0.0699798
3945,2,0.790643,0.358329,0.156106,2.80871,1.04325,0.468128,3,0.0818341
3946,2,0.796779,0.351194,0.151583,2.1605,1.01257,0.40747,5,0.0852654
3947,2,0.69943,0.37808,0.155628,2.35723,1.01752,0.39395,6,0.07985
3948,2,0.764202,0.390645,0.16603,2.29813,1.15337,0.467054,5,0.0863805
3949,2,0.764202,0.350424,0.170606,2.29813,1.0521,0.505239,4,0.0808698
3950,2,0.689174,0.324164,0.143593,2.17575,0.934747,0.393167,5,0.0733423
3951,2,0.672718,0.294542,0.130784,1.96487,0.996396,0.3479,4,0.0737534
3952,2,0.570258,0.282933,0.127863,1.74741,0.848315,0.326295,5,0.0628295
3953,3,1.6211,0.581893,0.289762,3.09132,1.44013,0.53493,5,0.137915
3954,3,1.6211,0.590671,0.293938,3.82445,1.73843,0.8145,5,0.146598
3955,3,1.36007,0.599072,0.262836,3.82445,1.65887,0.81953,4,0.139653
3956,3,1.34113,0.588784,0.253652,3.17499,1.27997,0.60862,4,0.128142
3957,3,1.34113,0.596559,0.255339,3.17499,1.45122,0.688164,3,0.124964
3958,3,1.27304,0.637488,0.285071,3.8709,1.55871,0.738841,4,0.135094
3959,2,0.855944,0.390862,0.177842,2.50821,1.0642,0.421426,3,0.0755567
3960,2,1.13369,0.419847,0.202521,2.71993,1.16638,0.504346,2,0.0868957
3961,2,1.13369,0.397885,0.193535,2.71993,1.09691,0.483264,2,0.085005
3962,2,0.667414,0.356231,0.14902,2.34989,1.02163,0.44873,5,0.0774885
3963,2,0.624907,0.345986,0.147573,2.34989,1.03384,0.458042,5,0.0804039
3964,2,0.705692,0.347515,0.153459,1.99379,0.992664,0.429686,5,0.0789214
3965,5,0.40609,0.0782423,0.0485998,0.813007,0.287934,0.16688,2,0.029627
3966,5,0.125471,0.0427748,0.0293879,0.604979,0.133569,0.131558,2,0.00411065
3967,5,0.111293,0.0380554,0.0253197,0.361388,0.122567,0.0891746,2,0.0053856
3968,5,0.131705,0.0439932,0.028028,0.411803,0.159435,0.0973522,2,0.00818456
3969,5,0.131705,0.0254185,0.0212976,0.411803,0.0856323,0.0886143,2,0.00748789
3970,5,0.0461343,0.015282,0.00945038,0.140551,0.0463527,0.0283651,0,0.00336744
3971,5,0.0461343,0.0127109,0.0105144,0.140551,0.033703,0.0318501,0,0.00337501
3972,5,0.0168625,0.00709404,0.00327688,0.038894,0.0166457,0.00715095,0,0.00217467
3973,5,0.016304,0.00687421,0.00303107,0.0391511,0.0151821,0.00795335,0,0.00199452
3974,5,0.014713,0.00603049,0.00276055,0.0391511,0.0110872,0.0072004,0,0.00142751
3975,5,0.0146491,0.00546272,0.0025609,0.0250759,0.00975811,0.00497857,0,0.00132631
3976,5,0.0131769,0.00569148,0.00260875,0.0362428,0.0124105,0.00595544,0,0.00117248
3977,5,0.0150548,0.00656664,0.00328119,0.0362428,0.0143417,0.00736715,0,0.00135746
3978,5,0.0202785,0.00820774,0.00395095,0.0350952,0.0159302,0.00872797,0,0.0018659
3979,5,0.0205774,0.00917708,0.00413359,0.0350952,0.0151282,0.0084481,0,0.00207093
3980,5,0.0205774,0.0079348,0.00387456,0.0316938,0.0105984,0.00587534,0,0.00177904
3981,5,0.0173299,0.0066179,0.00331643,0.0176333,0.00727777,0.00362616,0,0.00141901
3982,5,0.016749,0.00588874,0.0030959,0.0149359,0.00653087,0.00292312,0,0.00136639
3983,5,0.0122493,0.00515861,0.00230214,0.0225342,0.00730646,0.00345061,0,0.00159019
3984,5,0.0148561,0.00561518,0.00243764,0.0234526,0.00936106,0.00437518,0,0.00179015
3985,5,0.0183588,0.00602177,0.0030139,0.0252431,0.0106736,0.00459946,0,0.00207974
3986,5,0.0183588,0.00726698,0.00408017,0.0480032,0.0145965,0.00855966,0,0.00233631
3987,5,0.0182083,0.00803208,0.0040219,0.0480032,0.0141587,0.00899084,0,0.00219106
3988,5,0.0730696,0.0310264,0.0208061,0.239405,0.0803124,0.040522,2,0.00451906
3989,5,0.0396533,0.0103122,0.00700984,0.109373,0.0444886,0.0242822,0,0.00195377
3990,5,0.029371,0.013066,0.00727693,0.102651,0.0368455,0.02367,0,0.00189002
3991,5,0.0448515,0.0226399,0.00781271,0.111189,0.045374,0.0258631,0,0.00214407
3992,5,0.0448515,0.0235721,0.00985128,0.111189,0.0494964,0.0212595,0,0.0022609
3993,5,0.0449477,0.0236652,0.0105732,0.117516,0.0547827,0.0207761,0,0.0024182
3994,5,0.0449477,0.0230161,0.00868363,0.117516,0.0437426,0.0269485,0,0.00229488
3995,5,0.0300858,0.0163337,0.00597506,0.0961109,0.0305897,0.0209193,0,0.00156659
3996,5,0.0225062,0.0123303,0.00489688,0.0633596,0.0231606,0.0139241,0,0.00146569
3997,5,0.0214464,0.00980998,0.00457818,0.0495573,0.0183424,0.0103873,0,0.0017198
3998,5,0.0149554,0.00729132,0.00304321,0.0493326,0.0155823,0.00931391,0,0.00161797
3999,5,0.0210404,0.00757629,0.00389066,0.0652452,0.0140353,0.0107227,0,0.0018486
4000,5,0.0210404,0.00839937,0.00432904,0.0652452,0.0160638,0.012044,0,0.00208086
4001,5,0.0196722,0.00781822,0.00375477,0.0516474,0.0180552,0.0113306,0,0.00224078
4002,5,0.0185231,0.00802635,0.00385446,0.0485817,0.0169616,0.011062,0,0.00199614
4003,5,0.0181743,0.0077714,0.00388694,0.0371804,0.0128999,0.00742609,0,0.00206516
4004,5,0.0177856,0.00693983,0.00327295,0.0340331,0.011541,0.00582388,0,0.00212836
4005,5,0.0160565,0.00615586,0.00277067,0.0340331,0.0106546,0.00559097,0,0.00172198
4006,5,0.012359,0.00571944,0.00244565,0.0215953,0.00894837,0.00455463,0,0.00154433
4007,5,0.0120036,0.00544385,0.00244528,0.0218986,0.0085891,0.00431561,0,0.0016019
4008,5,0.0153398,0.0063169,0.00312583,0.0412198,0.0123622,0.00722548,0,0.00166426
4009,5,0.0167444,0.00694299,0.00363091,0.0412198,0.0123493,0.00713435,0,0.00158348
4010,4,0.152162,0.0310479,0.0249388,0.225298,0.0787429,0.0265413,0,0.00398797
4011,4,0.0389632,0.0128331,0.00624691,0.10745,0.067678,0.0195061,0,0.00213722
4012,4,0.0226327,0.00832022,0.00433941,0.0789604,0.0392365,0.0170931,0,0.00184765
4013,4,0.0195561,0.00606879,0.00370953,0.0532079,0.0184445,0.0110453,0,0.00206298
4014,4,0.0218452,0.00692675,0.00409478,0.0293644,0.0119786,0.00624564,0,0.00228873
4015,4,0.0218452,0.00692287,0.00404159,0.0293644,0.0111792,0.00645867,0,0.00204988
4016,4,0.0163318,0.0053198,0.00290545,0.0277032,0.010657,0.00518232,0,0.00183482
4017,4,0.0154952,0.00587451,0.00285042,0.0299585,0.0114837,0.00596184,0,0.00199978
4018,4,0.0154952,0.00617148,0.0027882,0.0299585,0.0107487,0.0055585,0,0.00185239
4019,4,0.0143764,0.00510702,0.00277528,0.0228574,0.0105125,0.00482997,0,0.00166521
4020,4,0.0189872,0.00676779,0.00413199,0.0487982,0.0128966,0.00827268,0,0.00185813
4021,4,0.0189872,0.00799723,0.00384838,0.0487982,0.0138042,0.00813336,0,0.00199607
4022,4,0.0178996,0.00780191,0.00413127,0.0569019,0.0134939,0.00935663,0,0.00196655
4023,4,0.0227595,0.00837413,0.00453521,0.0569019,0.0160763,0.0104936,0,0.00197645
4024,4,0.0227595,0.00865921,0.00440186,0.0566143,0.0166608,0.0100061,0,0.00196325
4025,4,0.0237372,0.00827939,0.00441756,0.0566143,0.0142825,0.00925489,0,0.00205361
4026,4,0.0237372,0.00707651,0.00380291,0.0368122,0.0127166,0.00601857,0,0.00186191
4027,4,0.016893,0.00614977,0.0030763,0.0358149,0.0105333,0.0056932,0,0.00185126
4028,4,0.0160991,0.00662454,0.00331111,0.0256381,0.010166,0.00534239,0,0.00194442
4029,4,0.0160991,0.0073424,0.00346144,0.0364602,0.0123096,0.00634262,0,0.00201467
4030,4,0.0147415,0.00637125,0.00303055,0.0364602,0.0107202,0.00609283,0,0.00177646
4031,4,0.0164552,0.00595177,0.00300565,0.0353331,0.0111896,0.00651795,0,0.00163397
4032,4,0.0164552,0.00577773,0.00326623,0.0701834,0.0138955,0.0129324,0,0.00166255
4033,4,0.255977,0.0637236,0.0332158,0.685528,0.382248,0.135507,0,0.00664257
4034,4,0.07677,0.0304304,0.0244712,0.342994,0.205866,0.0865688,2,0.0022127
4035,4,0.0169764,0.00909058,0.00320958,0.21072,0.0837934,0.0545609,0,0.00204948
4036,4,0.0217644,0.00834688,0.00359448,0.0885909,0.033683,0.0183898,0,0.00222561
4037,4,0.0217644,0.00813742,0.00409895,0.080945,0.0283156,0.0128455,0,0.0019806
4038,4,0.019763,0.00942697,0.00398395,0.0710667,0.0298102,0.0108062,0,0.00136656
4039,4,0.0293903,0.013344,0.00561093,0.0719498,0.0295254,0.0153132,0,0.00166351
4040,4,0.0293903,0.0115238,0.00675042,0.0719498,0.0197935,0.0161888,0,0.00182049
4041,4,0.0165792,0.00656546,0.00341042,0.0399123,0.0122313,0.00713061,0,0.00173223
4042,4,0.0165792,0.00766234,0.00341549,0.0399123,0.0165643,0.00855722,0,0.00163953
4043,4,0.0172651,0.00857648,0.00331217,0.0325742,0.014905,0.00782388,0,0.00154496
4044,4,0.0172651,0.00753614,0.00353404,0.0319538,0.0112203,0.00584647,0,0.00186814
4045,4,0.0174253,0.00765439,0.00405345,0.0319538,0.013538,0.00691782,0,0.0021395
4046,4,0.0175281,0.00734176,0.00397568,0.0382509,0.0139897,0.00739079,0,0.00212526
4047,4,0.0175281,0.00704517,0.00334941,0.0382509,0.0145093,0.00728901,0,0.00191854
4048,4,0.0162302,0.0076671,0.00332455,0.0389782,0.0151393,0.00778758,0,0.00195486
4049,4,0.0162302,0.00738214,0.00290446,0.0389782,0.011918,0.00727712,0,0.00194206
4050,4,0.0260872,0.00743978,0.00401628,0.0323441,0.00937614,0.00490792,0,0.00208252
4051,4,0.0260872,0.00731829,0.00432886,0.0323441,0.0106719,0.00585334,0,0.0021675
4052,4,0.0137727,0.00678871,0.00291294,0.0319049,0.011966,0.00609963,0,0.00184424
4053,4,0.0182039,0.0072867,0.0032816,0.0430498,0.0134334,0.00714908,0,0.00162981
4054,4,0.0243705,0.0080471,0.00485831,0.0430498,0.0147981,0.00645907,0,0.001967
4055,4,0.0243705,0.00759367,0.00448019,0.026466,0.0136893,0.00479479,0,0.00196974
4056,4,0.0201216,0.00759516,0.00358938,0.0554947,0.0158265,0.0118234,0,0.00164839
4057,6,0.507526,0.122092,0.137769,0.597025,0.268079,0.123748,1,0.0130359
4058,6,0.0805654,0.0285714,0.0159181,0.289619,0.149363,0.0345227,2,0.00302476
4059,6,0.0397949,0.0185705,0.008278,0.188659,0.0924191,0.050901,0,0.00218198
4060,6,0.0277606,0.0138047,0.00571682,0.15324,0.0518141,0.0228681,0,0.00192029
4061,6,0.0277606,0.0131007,0.00603098,0.0747087,0.0415357,0.0157884,0,0.00196985
4062,6,0.0258446,0.013913,0.00567206,0.059842,0.0313486,0.0136248,0,0.00188793
4063,6,0.0250428,0.0136169,0.00614208,0.059842,0.0267599,0.0126692,0,0.00166017
4064,6,0.0250428,0.0127353,0.00537086,0.0401679,0.0209214,0.00895351,0,0.00142072
4065,6,0.0235349,0.0133147,0.00483246,0.0456573,0.0219257,0.0109462,0,0.00147495
4066,6,0.0281983,0.0130503,0.00645489,0.0487793,0.0245559,0.00970457,0,0.00150114
4067,6,0.0281983,0.0132977,0.00692092,0.0572504,0.0248438,0.0127567,0,0.00161985
4068,6,0.0290189,0.0147871,0.00732673,0.0584654,0.0270036,0.0153984,0,0.00146001
4069,6,0.0327857,0.0172568,0.00682552,0.0584654,0.0245001,0.0133588,0,0.00136716
4070,6,0.0327857,0.0177871,0.00661858,0.0555817,0.0262787,0.014329,0,0.00133487
4071,6,0.0293926,0.0124449,0.00749608,0.0555817,0.0239599,0.0163588,0,0.00156479
4072,6,0.0245551,0.0114432,0.00532921,0.0588823,0.0195923,0.0126288,0,0.00152033
4073,6,0.0250385,0.0141678,0.00533503,0.0638908,0.0269811,0.0127919,0,0.00127658
4074,6,0.0250385,0.0135917,0.00621413,0.0638908,0.0290126,0.0132539,0,0.00129388
4075,6,0.024235,0.0121676,0.00593559,0.0623146,0.026929,0.0159304,0,0.00118658
4076,6,0.656321,0.142417,0.146702,0.880323,0.370129,0.166771,1,0.019268
4077,6,0.0922056,0.0357014,0.0249391,0.409803,0.195944,0.0791198,1,0.00454318
4078,6,0.0759323,0.0179238,0.0111826,0.409803,0.0953691,0.0662611,0,0.00480251
4079,6,0.0422614,0.0143519,0.00819062,0.132625,0.0464863,0.0258431,0,0.0030308
4080,6,0.0345775,0.0127942,0.0073225,0.0807623,0.0390665,0.0133406,0,0.00203513
4081,6,0.0195073,0.0110038,0.00436922,0.0600536,0.0317934,0.012076,0,0.00149186
4082,6,0.0193755,0.0103228,0.00458385,0.0406416,0.0247214,0.00779118,0,0.00131031
4083,6,0.017715,0.00971612,0.00434861,0.0456423,0.0242328,0.00976987,0,0.00129225
4084,6,0.0234207,0.0110659,0.00518305,0.0580075,0.0247803,0.0114986,0,0.00140217
4085,6,0.0234207,0.0116141,0.00550851,0.0580075,0.0268297,0.0129876,0,0.00151614
4086,6,0.0221745,0.0107776,0.00477072,0.0553281,0.0258638,0.0121184,0,0.00175145
4087,6,0.0268674,0.0115342,0.00439991,0.0576945,0.0260838,0.0131765,0,0.00158796
4088,6,0.0268674,0.0107739,0.0049163,0.0576945,0.0205501,0.014831,0,0.00178843
4089,6,0.0235658,0.00844116,0.00360452,0.035018,0.011488,0.00669065,0,0.00182829
4090,6,0.0234477,0.00867481,0.00306468,0.0481332,0.0157019,0.0117591,0,0.00181541
4091,6,0.0248452,0.0108831,0.00522681,0.0509752,0.0251956,0.0132116,0,0.00163827
4092,6,0.0248452,0.0129426,0.00532219,0.0845854,0.0330214,0.0187848,0,0.00124729
4093,6,0.022612,0.0102816,0.00494658,0.0845854,0.0257116,0.0206537,0,0.0016645
4094,6,0.0169577,0.00758536,0.00313288,0.0328054,0.0118155,0.00676048,0,0.00168191
4095,6,0.0146609,0.00770548,0.00293423,0.0424189,0.0135895,0.0100065,0,0.00152551
4096,6,0.0279821,0.0112065,0.00576172,0.0496512,0.0203454,0.013068,0,0.00158283
4097,6,0.0279821,0.0136157,0.0051322,0.0496512,0.0211969,0.0119923,0,0.00151033
4098,6,0.0207974,0.0122887,0.0044427,0.0524144,0.0233225,0.011563,0,0.00149399
4099,6,0.0233391,0.0112978,0.00492142,0.0524144,0.0240811,0.0115602,0,0.00132914
4100,6,0.0233391,0.0110461,0.00456752,0.0554575,0.0253846,0.0122739,0,0.00133755
4101,1,0.748934,0.279208,0.128856,1.70585,0.607758,0.30566,4,0.0635106
4102,1,0.748934,0.2955,0.122937,1.56542,0.667149,0.311937,4,0.0657027
4103,1,0.667048,0.278768,0.11132,1.57837,0.642978,0.287601,4,0.057189
4104,1,0.724302,0.291611,0.11707,1.57837,0.64781,0.306976,5,0.0672639
4105,1,0.724302,0.295987,0.117591,1.64447,0.674489,0.305684,5,0.0668217
4106,1,0.699476,0.291939,0.119332,1.6796,0.659557,0.299719,5,0.0560191
4107,1,0.699476,0.282206,0.113596,1.6796,0.677076,0.286904,5,0.0531271
4108,1,0.602751,0.268911,0.104626,1.32543,0.613184,0.25515,5,0.0513352
4109,1,0.62878,0.281174,0.115048,1.60089,0.596769,0.272897,5,0.0626858
4110,1,0.62878,0.286037,0.119842,1.62777,0.601445,0.276095,5,0.0591539
4111,1,0.791772,0.298793,0.142049,1.69012,0.643041,0.333929,5,0.0714342
4112,1,0.791772,0.281724,0.13863,1.69012,0.649599,0.328969,3,0.0707387
4113,1,0.59363,0.257829,0.10386,1.53361,0.565128,0.25911,3,0.0484848
4114,1,0.547532,0.258156,0.103039,1.28918,0.585817,0.26833,4,0.0502631
4115,1,0.57393,0.246857,0.107923,1.55076,0.732235,0.354621,4,0.0416175
4116,1,0.832455,0.267088,0.124314,1.55076,0.662011,0.34294,5,0.061302
4117,1,0.832455,0.276847,0.142004,1.75312,0.703692,0.34774,5,0.06359
4118,1,0.726767,0.267121,0.126477,1.75312,0.682838,0.339935,3,0.0504484
4119,1,0.730868,0.283276,0.121801,1.60482,0.659147,0.317893,4,0.0580492
4120,1,0.730868,0.290738,0.117598,1.64715,0.681311,0.30933,4,0.0579994
4121,1,0.816771,0.296441,0.131205,1.79004,0.722808,0.34832,5,0.0595343
4122,1,0.816771,0.311865,0.138725,1.79004,0.77269,0.367795,4,0.0658596
4123,1,0.755178,0.311277,0.124993,1.82776,0.756168,0.353839,4,0.0581789
4124,1,0.855198,0.300026,0.128411,1.82776,0.747193,0.326495,4,0.060087
4125,1,0.855198,0.299838,0.130335,1.51175,0.719034,0.314829,5,0.0637655
4126,1,0.635933,0.294943,0.120801,1.51175,0.701108,0.30452,5,0.0545963
4127,1,0.688443,0.286423,0.11105,1.40267,0.680913,0.29021,5,0.0529371
4128,3,1.27274,0.458933,0.262643,1.81165,0.669934,0.311056,6,0.128248
4129,3,1.1654,0.439418,0.257875,1.70885,0.786544,0.354816,5,0.113111
4130,3,1.1654,0.427026,0.235685,1.70885,0.830069,0.355654,4,0.101207
4131,3,1.31281,0.437806,0.223938,1.65722,0.650949,0.314092,4,0.107322
4132,3,1.38058,0.406887,0.245691,1.75849,0.765675,0.369078,4,0.120052
4133,3,1.38058,0.396741,0.24746,1.75849,0.853509,0.321958,4,0.104632
4134,3,1.41458,0.415381,0.249249,2.13371,0.762271,0.327519,5,0.105165
4135,3,1.03853,0.34639,0.195204,2.40457,0.926575,0.307663,4,0.0761026
4136,3,1.07956,0.367829,0.210611,1.52757,0.84326,0.267474,4,0.0815658
4137,3,1.07956,0.387444,0.224415,2.02736,0.979212,0.406429,4,0.0967365
4138,3,1.11173,0.390709,0.219749,2.02736,0.89582,0.425789,4,0.10088
4139,3,1.18956,0.447838,0.241866,1.64196,0.704575,0.30127,4,0.10313
4140,3,1.18956,0.463812,0.249153,1.70583,0.810379,0.350893,5,0.101701
4141,3,1.14196,0.422489,0.230888,1.70583,0.844189,0.318813,4,0.101405
4142,3,1.07921,0.393328,0.219414,1.37332,0.686425,0.277949,4,0.0963481
4143,2,0.767598,0.304063,0.113386,1.33524,0.747353,0.231999,4,0.0589687
4144,2,0.67733,0.293642,0.116354,1.07199,0.628769,0.232456,4,0.044547
4145,2,0.83318,0.299556,0.154171,1.88411,0.746179,0.371,4,0.0564559
4146,2,0.83318,0.295646,0.15438,1.88411,0.763196,0.354439,3,0.0533562
4147,2,0.719377,0.282822,0.123909,1.13297,0.644845,0.217934,5,0.0570657
4148,2,0.719377,0.273157,0.121661,1.22276,0.654653,0.238964,6,0.0703278
4149,2,0.705644,0.266369,0.119578,1.30841,0.698695,0.263081,5,0.061556
4150,2,0.704031,0.271365,0.122375,1.30841,0.734437,0.260817,5,0.0547985
4151,2,0.704031,0.269352,0.129613,1.26056,0.658156,0.282986,6,0.0582275
4152,2,0.743,0.299673,0.121437,1.25225,0.81607,0.217185,5,0.0511176
4153,2,0.743,0.293262,0.115936,1.50886,0.758369,0.27965,5,0.0459775
4154,2,0.609682,0.299387,0.112595,1.50886,0.812848,0.309623,4,0.0392637
4155,2,0.609682,0.323282,0.133169,1.2794,0.743746,0.277394,3,0.0457424
4156,2,0.678968,0.309142,0.139329,1.30386,0.671389,0.258381,4,0.0520196
4157,2,0.678968,0.299262,0.12714,1.30386,0.66232,0.25779,5,0.0529581
